kode_provinsi,nama_provinsi,jenis_sarana_kesehatan,tahun,jumlah
61,"Prov. Kalimantan Barat","Pustu",2003,748
61,"Prov. Kalimantan Barat","Pustu",2004,750
61,"Prov. Kalimantan Barat","Pustu",2005,765
61,"Prov. Kalimantan Barat","Pustu",2006,0
61,"Prov. Kalimantan Barat","Pustu",2007,0
61,"Prov. Kalimantan Barat","Pustu",2008,768
61,"Prov. Kalimantan Barat","Pustu",2009,779
61,"Prov. Kalimantan Barat","Pustu",2010,779
61,"Prov. Kalimantan Barat","Pustu",2011,779
61,"Prov. Kalimantan Barat","Pustu",2012,779
62,"Prov. Kalimantan Tengah","Polindes",2000,553
62,"Prov. Kalimantan Tengah","Polindes",2001,611
62,"Prov. Kalimantan Tengah","Polindes",2002,854
62,"Prov. Kalimantan Tengah","Polindes",2003,778
62,"Prov. Kalimantan Tengah","Polindes",2004,424
62,"Prov. Kalimantan Tengah","Polindes",2005,611
62,"Prov. Kalimantan Tengah","Polindes",2006,531
62,"Prov. Kalimantan Tengah","Polindes",2007,531
62,"Prov. Kalimantan Tengah","Polindes",2008,556
62,"Prov. Kalimantan Tengah","Polindes",2009,0
62,"Prov. Kalimantan Tengah","Polindes",2010,0
62,"Prov. Kalimantan Tengah","Polindes",2011,0
62,"Prov. Kalimantan Tengah","Polindes",2012,0
62,"Prov. Kalimantan Tengah","Posyandu",2000,1914
62,"Prov. Kalimantan Tengah","Posyandu",2001,1414
62,"Prov. Kalimantan Tengah","Posyandu",2002,1862
62,"Prov. Kalimantan Tengah","Posyandu",2003,2068
62,"Prov. Kalimantan Tengah","Posyandu",2004,2068
62,"Prov. Kalimantan Tengah","Posyandu",2005,1567
62,"Prov. Kalimantan Tengah","Posyandu",2006,1706
62,"Prov. Kalimantan Tengah","Posyandu",2007,1706
62,"Prov. Kalimantan Tengah","Posyandu",2008,1302
62,"Prov. Kalimantan Tengah","Posyandu",2009,2262
62,"Prov. Kalimantan Tengah","Posyandu",2010,2262
62,"Prov. Kalimantan Tengah","Posyandu",2011,2262
62,"Prov. Kalimantan Tengah","Posyandu",2012,2262
62,"Prov. Kalimantan Tengah","Puskesmas",2000,133
62,"Prov. Kalimantan Tengah","Puskesmas",2001,133
62,"Prov. Kalimantan Tengah","Puskesmas",2002,118
62,"Prov. Kalimantan Tengah","Puskesmas",2003,133
62,"Prov. Kalimantan Tengah","Puskesmas",2004,132
62,"Prov. Kalimantan Tengah","Puskesmas",2005,134
62,"Prov. Kalimantan Tengah","Puskesmas",2006,154
62,"Prov. Kalimantan Tengah","Puskesmas",2007,163
62,"Prov. Kalimantan Tengah","Puskesmas",2008,169
62,"Prov. Kalimantan Tengah","Puskesmas",2009,169
62,"Prov. Kalimantan Tengah","Puskesmas",2010,169
62,"Prov. Kalimantan Tengah","Puskesmas",2011,169
62,"Prov. Kalimantan Tengah","Puskesmas",2012,169
62,"Prov. Kalimantan Tengah","Pustu",2000,663
62,"Prov. Kalimantan Tengah","Pustu",2001,706
62,"Prov. Kalimantan Tengah","Pustu",2002,707
62,"Prov. Kalimantan Tengah","Pustu",2003,825
62,"Prov. Kalimantan Tengah","Pustu",2004,731
62,"Prov. Kalimantan Tengah","Pustu",2005,767
62,"Prov. Kalimantan Tengah","Pustu",2006,0
62,"Prov. Kalimantan Tengah","Pustu",2007,0
62,"Prov. Kalimantan Tengah","Pustu",2008,806
62,"Prov. Kalimantan Tengah","Pustu",2009,745
62,"Prov. Kalimantan Tengah","Pustu",2010,745
62,"Prov. Kalimantan Tengah","Pustu",2011,745
62,"Prov. Kalimantan Tengah","Pustu",2012,745
63,"Prov. Kalimantan Selatan","Polindes",2000,20
63,"Prov. Kalimantan Selatan","Polindes",2001,1256
63,"Prov. Kalimantan Selatan","Polindes",2002,1202
63,"Prov. Kalimantan Selatan","Polindes",2003,1312
63,"Prov. Kalimantan Selatan","Polindes",2004,1207
63,"Prov. Kalimantan Selatan","Polindes",2005,1250
63,"Prov. Kalimantan Selatan","Polindes",2006,710
63,"Prov. Kalimantan Selatan","Polindes",2007,710
63,"Prov. Kalimantan Selatan","Polindes",2008,736
63,"Prov. Kalimantan Selatan","Polindes",2009,0
63,"Prov. Kalimantan Selatan","Polindes",2010,0
63,"Prov. Kalimantan Selatan","Polindes",2011,0
63,"Prov. Kalimantan Selatan","Polindes",2012,0
63,"Prov. Kalimantan Selatan","Posyandu",2000,3188
63,"Prov. Kalimantan Selatan","Posyandu",2001,3034
63,"Prov. Kalimantan Selatan","Posyandu",2002,3326
63,"Prov. Kalimantan Selatan","Posyandu",2003,3255
63,"Prov. Kalimantan Selatan","Posyandu",2004,3439
63,"Prov. Kalimantan Selatan","Posyandu",2005,2928
63,"Prov. Kalimantan Selatan","Posyandu",2006,3411
63,"Prov. Kalimantan Selatan","Posyandu",2007,3411
63,"Prov. Kalimantan Selatan","Posyandu",2008,1958
63,"Prov. Kalimantan Selatan","Posyandu",2009,3538
63,"Prov. Kalimantan Selatan","Posyandu",2010,3538
63,"Prov. Kalimantan Selatan","Posyandu",2011,3538
63,"Prov. Kalimantan Selatan","Posyandu",2012,3538
63,"Prov. Kalimantan Selatan","Puskesmas",2000,188
63,"Prov. Kalimantan Selatan","Puskesmas",2001,189
63,"Prov. Kalimantan Selatan","Puskesmas",2002,189
63,"Prov. Kalimantan Selatan","Puskesmas",2003,189
63,"Prov. Kalimantan Selatan","Puskesmas",2004,193
63,"Prov. Kalimantan Selatan","Puskesmas",2005,192
63,"Prov. Kalimantan Selatan","Puskesmas",2006,201
63,"Prov. Kalimantan Selatan","Puskesmas",2007,204
63,"Prov. Kalimantan Selatan","Puskesmas",2008,214
63,"Prov. Kalimantan Selatan","Puskesmas",2009,213
63,"Prov. Kalimantan Selatan","Puskesmas",2010,213
63,"Prov. Kalimantan Selatan","Puskesmas",2011,213
63,"Prov. Kalimantan Selatan","Puskesmas",2012,213
63,"Prov. Kalimantan Selatan","Pustu",2000,583
63,"Prov. Kalimantan Selatan","Pustu",2001,613
63,"Prov. Kalimantan Selatan","Pustu",2002,613
63,"Prov. Kalimantan Selatan","Pustu",2003,600
63,"Prov. Kalimantan Selatan","Pustu",2004,613
63,"Prov. Kalimantan Selatan","Pustu",2005,619
63,"Prov. Kalimantan Selatan","Pustu",2006,0
63,"Prov. Kalimantan Selatan","Pustu",2007,0
63,"Prov. Kalimantan Selatan","Pustu",2008,597
63,"Prov. Kalimantan Selatan","Pustu",2009,574
63,"Prov. Kalimantan Selatan","Pustu",2010,574
63,"Prov. Kalimantan Selatan","Pustu",2011,574
63,"Prov. Kalimantan Selatan","Pustu",2012,574
64,"Prov. Kalimantan Timur","Polindes",2000,249
64,"Prov. Kalimantan Timur","Polindes",2001,233
64,"Prov. Kalimantan Timur","Polindes",2002,215
64,"Prov. Kalimantan Timur","Polindes",2003,215
64,"Prov. Kalimantan Timur","Polindes",2004,358
64,"Prov. Kalimantan Timur","Polindes",2005,330
64,"Prov. Kalimantan Timur","Polindes",2006,337
64,"Prov. Kalimantan Timur","Polindes",2007,337
64,"Prov. Kalimantan Timur","Polindes",2008,152
64,"Prov. Kalimantan Timur","Polindes",2009,0
64,"Prov. Kalimantan Timur","Polindes",2010,0
64,"Prov. Kalimantan Timur","Polindes",2011,0
64,"Prov. Kalimantan Timur","Polindes",2012,0
64,"Prov. Kalimantan Timur","Posyandu",2000,3903
64,"Prov. Kalimantan Timur","Posyandu",2001,3363
64,"Prov. Kalimantan Timur","Posyandu",2002,4034
64,"Prov. Kalimantan Timur","Posyandu",2003,4049
64,"Prov. Kalimantan Timur","Posyandu",2004,4094
64,"Prov. Kalimantan Timur","Posyandu",2005,2699
64,"Prov. Kalimantan Timur","Posyandu",2006,4409
64,"Prov. Kalimantan Timur","Posyandu",2007,4409
64,"Prov. Kalimantan Timur","Posyandu",2008,1264
64,"Prov. Kalimantan Timur","Posyandu",2009,4455
64,"Prov. Kalimantan Timur","Posyandu",2010,4455
64,"Prov. Kalimantan Timur","Posyandu",2011,4455
64,"Prov. Kalimantan Timur","Posyandu",2012,4455
64,"Prov. Kalimantan Timur","Puskesmas",2000,147
64,"Prov. Kalimantan Timur","Puskesmas",2001,153
64,"Prov. Kalimantan Timur","Puskesmas",2002,165
64,"Prov. Kalimantan Timur","Puskesmas",2003,167
64,"Prov. Kalimantan Timur","Puskesmas",2004,174
64,"Prov. Kalimantan Timur","Puskesmas",2005,187
64,"Prov. Kalimantan Timur","Puskesmas",2006,186
64,"Prov. Kalimantan Timur","Puskesmas",2007,192
64,"Prov. Kalimantan Timur","Puskesmas",2008,205
64,"Prov. Kalimantan Timur","Puskesmas",2009,207
64,"Prov. Kalimantan Timur","Puskesmas",2010,207
64,"Prov. Kalimantan Timur","Puskesmas",2011,207
64,"Prov. Kalimantan Timur","Puskesmas",2012,207
64,"Prov. Kalimantan Timur","Pustu",2000,562
64,"Prov. Kalimantan Timur","Pustu",2001,572
64,"Prov. Kalimantan Timur","Pustu",2002,552
64,"Prov. Kalimantan Timur","Pustu",2003,565
64,"Prov. Kalimantan Timur","Pustu",2004,602
64,"Prov. Kalimantan Timur","Pustu",2005,625
64,"Prov. Kalimantan Timur","Pustu",2006,0
64,"Prov. Kalimantan Timur","Pustu",2007,0
64,"Prov. Kalimantan Timur","Pustu",2008,673
64,"Prov. Kalimantan Timur","Pustu",2009,613
64,"Prov. Kalimantan Timur","Pustu",2010,613
64,"Prov. Kalimantan Timur","Pustu",2011,613
64,"Prov. Kalimantan Timur","Pustu",2012,613
71,"Prov. Sulawesi Utara","Polindes",2000,609
71,"Prov. Sulawesi Utara","Polindes",2001,260
71,"Prov. Sulawesi Utara","Polindes",2002,609
71,"Prov. Sulawesi Utara","Polindes",2003,349
71,"Prov. Sulawesi Utara","Polindes",2004,284
71,"Prov. Sulawesi Utara","Polindes",2005,354
71,"Prov. Sulawesi Utara","Polindes",2006,420
71,"Prov. Sulawesi Utara","Polindes",2007,420
71,"Prov. Sulawesi Utara","Polindes",2008,259
71,"Prov. Sulawesi Utara","Polindes",2009,0
71,"Prov. Sulawesi Utara","Polindes",2010,0
71,"Prov. Sulawesi Utara","Polindes",2011,0
71,"Prov. Sulawesi Utara","Polindes",2012,0
71,"Prov. Sulawesi Utara","Posyandu",2000,3446
71,"Prov. Sulawesi Utara","Posyandu",2001,946
71,"Prov. Sulawesi Utara","Posyandu",2002,3446
71,"Prov. Sulawesi Utara","Posyandu",2003,2127
71,"Prov. Sulawesi Utara","Posyandu",2004,2127
71,"Prov. Sulawesi Utara","Posyandu",2005,1791
71,"Prov. Sulawesi Utara","Posyandu",2006,2068
71,"Prov. Sulawesi Utara","Posyandu",2007,2068
71,"Prov. Sulawesi Utara","Posyandu",2008,1474
71,"Prov. Sulawesi Utara","Posyandu",2009,2226
71,"Prov. Sulawesi Utara","Posyandu",2010,2226
71,"Prov. Sulawesi Utara","Posyandu",2011,2226
71,"Prov. Sulawesi Utara","Posyandu",2012,2226
71,"Prov. Sulawesi Utara","Puskesmas",2000,101
71,"Prov. Sulawesi Utara","Puskesmas",2001,101
71,"Prov. Sulawesi Utara","Puskesmas",2002,101
71,"Prov. Sulawesi Utara","Puskesmas",2003,108
71,"Prov. Sulawesi Utara","Puskesmas",2004,114
71,"Prov. Sulawesi Utara","Puskesmas",2005,119
71,"Prov. Sulawesi Utara","Puskesmas",2006,130
71,"Prov. Sulawesi Utara","Puskesmas",2007,142
71,"Prov. Sulawesi Utara","Puskesmas",2008,144
71,"Prov. Sulawesi Utara","Puskesmas",2009,159
71,"Prov. Sulawesi Utara","Puskesmas",2010,159
71,"Prov. Sulawesi Utara","Puskesmas",2011,159
71,"Prov. Sulawesi Utara","Puskesmas",2012,159
71,"Prov. Sulawesi Utara","Pustu",2000,497
71,"Prov. Sulawesi Utara","Pustu",2001,519
71,"Prov. Sulawesi Utara","Pustu",2002,521
71,"Prov. Sulawesi Utara","Pustu",2003,500
71,"Prov. Sulawesi Utara","Pustu",2004,506
71,"Prov. Sulawesi Utara","Pustu",2005,506
71,"Prov. Sulawesi Utara","Pustu",2006,0
71,"Prov. Sulawesi Utara","Pustu",2007,0
71,"Prov. Sulawesi Utara","Pustu",2008,439
71,"Prov. Sulawesi Utara","Pustu",2009,447
71,"Prov. Sulawesi Utara","Pustu",2010,447
71,"Prov. Sulawesi Utara","Pustu",2011,447
71,"Prov. Sulawesi Utara","Pustu",2012,447
72,"Prov. Sulawesi Tengah","Polindes",2000,974
72,"Prov. Sulawesi Tengah","Polindes",2001,958
72,"Prov. Sulawesi Tengah","Polindes",2002,974
72,"Prov. Sulawesi Tengah","Polindes",2003,1091
72,"Prov. Sulawesi Tengah","Polindes",2004,833
72,"Prov. Sulawesi Tengah","Polindes",2005,839
72,"Prov. Sulawesi Tengah","Polindes",2006,848
72,"Prov. Sulawesi Tengah","Polindes",2007,848
72,"Prov. Sulawesi Tengah","Polindes",2008,580
72,"Prov. Sulawesi Tengah","Polindes",2009,0
72,"Prov. Sulawesi Tengah","Polindes",2010,0
72,"Prov. Sulawesi Tengah","Polindes",2011,0
72,"Prov. Sulawesi Tengah","Polindes",2012,0
72,"Prov. Sulawesi Tengah","Posyandu",2000,2830
72,"Prov. Sulawesi Tengah","Posyandu",2001,2698
72,"Prov. Sulawesi Tengah","Posyandu",2002,2710
72,"Prov. Sulawesi Tengah","Posyandu",2003,2747
72,"Prov. Sulawesi Tengah","Posyandu",2004,2815
72,"Prov. Sulawesi Tengah","Posyandu",2005,2759
72,"Prov. Sulawesi Tengah","Posyandu",2006,2841
72,"Prov. Sulawesi Tengah","Posyandu",2007,2841
72,"Prov. Sulawesi Tengah","Posyandu",2008,1645
72,"Prov. Sulawesi Tengah","Posyandu",2009,3015
72,"Prov. Sulawesi Tengah","Posyandu",2010,3015
72,"Prov. Sulawesi Tengah","Posyandu",2011,3015
72,"Prov. Sulawesi Tengah","Posyandu",2012,3015
72,"Prov. Sulawesi Tengah","Puskesmas",2000,131
72,"Prov. Sulawesi Tengah","Puskesmas",2001,130
72,"Prov. Sulawesi Tengah","Puskesmas",2002,132
72,"Prov. Sulawesi Tengah","Puskesmas",2003,134
72,"Prov. Sulawesi Tengah","Puskesmas",2004,135
72,"Prov. Sulawesi Tengah","Puskesmas",2005,139
72,"Prov. Sulawesi Tengah","Puskesmas",2006,144
72,"Prov. Sulawesi Tengah","Puskesmas",2007,145
72,"Prov. Sulawesi Tengah","Puskesmas",2008,144
72,"Prov. Sulawesi Tengah","Puskesmas",2009,165
72,"Prov. Sulawesi Tengah","Puskesmas",2010,165
72,"Prov. Sulawesi Tengah","Puskesmas",2011,165
72,"Prov. Sulawesi Tengah","Puskesmas",2012,165
72,"Prov. Sulawesi Tengah","Pustu",2000,683
72,"Prov. Sulawesi Tengah","Pustu",2001,687
72,"Prov. Sulawesi Tengah","Pustu",2002,704
72,"Prov. Sulawesi Tengah","Pustu",2003,708
72,"Prov. Sulawesi Tengah","Pustu",2004,701
72,"Prov. Sulawesi Tengah","Pustu",2005,703
72,"Prov. Sulawesi Tengah","Pustu",2006,0
72,"Prov. Sulawesi Tengah","Pustu",2007,0
72,"Prov. Sulawesi Tengah","Pustu",2008,678
72,"Prov. Sulawesi Tengah","Pustu",2009,702
72,"Prov. Sulawesi Tengah","Pustu",2010,702
72,"Prov. Sulawesi Tengah","Pustu",2011,702
72,"Prov. Sulawesi Tengah","Pustu",2012,702
73,"Prov. Sulawesi Selatan","Polindes",2000,625
73,"Prov. Sulawesi Selatan","Polindes",2001,1171
73,"Prov. Sulawesi Selatan","Polindes",2002,711
73,"Prov. Sulawesi Selatan","Polindes",2003,716
73,"Prov. Sulawesi Selatan","Polindes",2004,700
73,"Prov. Sulawesi Selatan","Polindes",2005,758
73,"Prov. Sulawesi Selatan","Polindes",2006,1159
73,"Prov. Sulawesi Selatan","Polindes",2007,1159
73,"Prov. Sulawesi Selatan","Polindes",2008,611
73,"Prov. Sulawesi Selatan","Polindes",2009,0
73,"Prov. Sulawesi Selatan","Polindes",2010,0
73,"Prov. Sulawesi Selatan","Polindes",2011,0
73,"Prov. Sulawesi Selatan","Polindes",2012,0
73,"Prov. Sulawesi Selatan","Posyandu",2000,8680
73,"Prov. Sulawesi Selatan","Posyandu",2001,3581
73,"Prov. Sulawesi Selatan","Posyandu",2002,8762
73,"Prov. Sulawesi Selatan","Posyandu",2003,8240
73,"Prov. Sulawesi Selatan","Posyandu",2004,8579
73,"Prov. Sulawesi Selatan","Posyandu",2005,6416
73,"Prov. Sulawesi Selatan","Posyandu",2006,8579
73,"Prov. Sulawesi Selatan","Posyandu",2007,8579
73,"Prov. Sulawesi Selatan","Posyandu",2008,2915
73,"Prov. Sulawesi Selatan","Posyandu",2009,8097
73,"Prov. Sulawesi Selatan","Posyandu",2010,8097
73,"Prov. Sulawesi Selatan","Posyandu",2011,8097
73,"Prov. Sulawesi Selatan","Posyandu",2012,8097
73,"Prov. Sulawesi Selatan","Puskesmas",2000,355
73,"Prov. Sulawesi Selatan","Puskesmas",2001,356
73,"Prov. Sulawesi Selatan","Puskesmas",2002,367
73,"Prov. Sulawesi Selatan","Puskesmas",2003,376
73,"Prov. Sulawesi Selatan","Puskesmas",2004,333
73,"Prov. Sulawesi Selatan","Puskesmas",2005,347
73,"Prov. Sulawesi Selatan","Puskesmas",2006,362
73,"Prov. Sulawesi Selatan","Puskesmas",2007,374
73,"Prov. Sulawesi Selatan","Puskesmas",2008,395
73,"Prov. Sulawesi Selatan","Puskesmas",2009,395
73,"Prov. Sulawesi Selatan","Puskesmas",2010,395
73,"Prov. Sulawesi Selatan","Puskesmas",2011,395
73,"Prov. Sulawesi Selatan","Puskesmas",2012,395
73,"Prov. Sulawesi Selatan","Pustu",2000,1167
73,"Prov. Sulawesi Selatan","Pustu",2001,1141
73,"Prov. Sulawesi Selatan","Pustu",2002,1162
73,"Prov. Sulawesi Selatan","Pustu",2003,1161
73,"Prov. Sulawesi Selatan","Pustu",2004,955
73,"Prov. Sulawesi Selatan","Pustu",2005,1015
73,"Prov. Sulawesi Selatan","Pustu",2006,0
73,"Prov. Sulawesi Selatan","Pustu",2007,0
73,"Prov. Sulawesi Selatan","Pustu",2008,1265
73,"Prov. Sulawesi Selatan","Pustu",2009,1134
73,"Prov. Sulawesi Selatan","Pustu",2010,1134
73,"Prov. Sulawesi Selatan","Pustu",2011,1134
73,"Prov. Sulawesi Selatan","Pustu",2012,1134
74,"Prov. Sulawesi Tenggara","Polindes",2000,974
74,"Prov. Sulawesi Tenggara","Polindes",2001,329
74,"Prov. Sulawesi Tenggara","Polindes",2002,245
74,"Prov. Sulawesi Tenggara","Polindes",2003,235
74,"Prov. Sulawesi Tenggara","Polindes",2004,185
74,"Prov. Sulawesi Tenggara","Polindes",2005,246
74,"Prov. Sulawesi Tenggara","Polindes",2006,349
74,"Prov. Sulawesi Tenggara","Polindes",2007,349
74,"Prov. Sulawesi Tenggara","Polindes",2008,250
74,"Prov. Sulawesi Tenggara","Polindes",2009,0
74,"Prov. Sulawesi Tenggara","Polindes",2010,0
74,"Prov. Sulawesi Tenggara","Polindes",2011,0
74,"Prov. Sulawesi Tenggara","Polindes",2012,0
74,"Prov. Sulawesi Tenggara","Posyandu",2000,2715
74,"Prov. Sulawesi Tenggara","Posyandu",2001,1608
74,"Prov. Sulawesi Tenggara","Posyandu",2002,2715
74,"Prov. Sulawesi Tenggara","Posyandu",2003,2271
74,"Prov. Sulawesi Tenggara","Posyandu",2004,1736
74,"Prov. Sulawesi Tenggara","Posyandu",2005,1991
74,"Prov. Sulawesi Tenggara","Posyandu",2006,2479
74,"Prov. Sulawesi Tenggara","Posyandu",2007,2479
74,"Prov. Sulawesi Tenggara","Posyandu",2008,1952
74,"Prov. Sulawesi Tenggara","Posyandu",2009,2324
74,"Prov. Sulawesi Tenggara","Posyandu",2010,2324
74,"Prov. Sulawesi Tenggara","Posyandu",2011,2324
74,"Prov. Sulawesi Tenggara","Posyandu",2012,2324
74,"Prov. Sulawesi Tenggara","Puskesmas",2000,130
74,"Prov. Sulawesi Tenggara","Puskesmas",2001,130
74,"Prov. Sulawesi Tenggara","Puskesmas",2002,122
74,"Prov. Sulawesi Tenggara","Puskesmas",2003,115
74,"Prov. Sulawesi Tenggara","Puskesmas",2004,138
74,"Prov. Sulawesi Tenggara","Puskesmas",2005,139
74,"Prov. Sulawesi Tenggara","Puskesmas",2006,159
74,"Prov. Sulawesi Tenggara","Puskesmas",2007,153
74,"Prov. Sulawesi Tenggara","Puskesmas",2008,208
74,"Prov. Sulawesi Tenggara","Puskesmas",2009,223
74,"Prov. Sulawesi Tenggara","Puskesmas",2010,223
74,"Prov. Sulawesi Tenggara","Puskesmas",2011,223
74,"Prov. Sulawesi Tenggara","Puskesmas",2012,223
74,"Prov. Sulawesi Tenggara","Pustu",2000,472
74,"Prov. Sulawesi Tenggara","Pustu",2001,472
74,"Prov. Sulawesi Tenggara","Pustu",2002,458
74,"Prov. Sulawesi Tenggara","Pustu",2003,408
74,"Prov. Sulawesi Tenggara","Pustu",2004,476
74,"Prov. Sulawesi Tenggara","Pustu",2005,460
74,"Prov. Sulawesi Tenggara","Pustu",2006,0
74,"Prov. Sulawesi Tenggara","Pustu",2007,0
74,"Prov. Sulawesi Tenggara","Pustu",2008,496
74,"Prov. Sulawesi Tenggara","Pustu",2009,499
74,"Prov. Sulawesi Tenggara","Pustu",2010,499
74,"Prov. Sulawesi Tenggara","Pustu",2011,499
74,"Prov. Sulawesi Tenggara","Pustu",2012,499
75,"Prov. Gorontalo","Polindes",2000,0
75,"Prov. Gorontalo","Polindes",2001,273
75,"Prov. Gorontalo","Polindes",2002,203
75,"Prov. Gorontalo","Polindes",2003,305
75,"Prov. Gorontalo","Polindes",2004,262
75,"Prov. Gorontalo","Polindes",2005,267
75,"Prov. Gorontalo","Polindes",2006,266
75,"Prov. Gorontalo","Polindes",2007,266
75,"Prov. Gorontalo","Polindes",2008,239
75,"Prov. Gorontalo","Polindes",2009,0
75,"Prov. Gorontalo","Polindes",2010,0
75,"Prov. Gorontalo","Polindes",2011,0
75,"Prov. Gorontalo","Polindes",2012,0
75,"Prov. Gorontalo","Posyandu",2000,0
75,"Prov. Gorontalo","Posyandu",2001,1614
75,"Prov. Gorontalo","Posyandu",2002,680
75,"Prov. Gorontalo","Posyandu",2003,973
75,"Prov. Gorontalo","Posyandu",2004,953
75,"Prov. Gorontalo","Posyandu",2005,961
75,"Prov. Gorontalo","Posyandu",2006,1134
75,"Prov. Gorontalo","Posyandu",2007,1134
75,"Prov. Gorontalo","Posyandu",2008,574
75,"Prov. Gorontalo","Posyandu",2009,1228
75,"Prov. Gorontalo","Posyandu",2010,1228
75,"Prov. Gorontalo","Posyandu",2011,1228
75,"Prov. Gorontalo","Posyandu",2012,1228
75,"Prov. Gorontalo","Puskesmas",2000,39
75,"Prov. Gorontalo","Puskesmas",2001,40
75,"Prov. Gorontalo","Puskesmas",2002,39
75,"Prov. Gorontalo","Puskesmas",2003,47
75,"Prov. Gorontalo","Puskesmas",2004,44
75,"Prov. Gorontalo","Puskesmas",2005,45
75,"Prov. Gorontalo","Puskesmas",2006,55
75,"Prov. Gorontalo","Puskesmas",2007,55
75,"Prov. Gorontalo","Puskesmas",2008,73
75,"Prov. Gorontalo","Puskesmas",2009,75
75,"Prov. Gorontalo","Puskesmas",2010,75
75,"Prov. Gorontalo","Puskesmas",2011,75
75,"Prov. Gorontalo","Puskesmas",2012,75
75,"Prov. Gorontalo","Pustu",2000,216
75,"Prov. Gorontalo","Pustu",2001,248
75,"Prov. Gorontalo","Pustu",2002,263
75,"Prov. Gorontalo","Pustu",2003,247
75,"Prov. Gorontalo","Pustu",2004,221
75,"Prov. Gorontalo","Pustu",2005,218
75,"Prov. Gorontalo","Pustu",2006,0
75,"Prov. Gorontalo","Pustu",2007,0
75,"Prov. Gorontalo","Pustu",2008,226
75,"Prov. Gorontalo","Pustu",2009,235
75,"Prov. Gorontalo","Pustu",2010,235
75,"Prov. Gorontalo","Pustu",2011,235
75,"Prov. Gorontalo","Pustu",2012,235
76,"Prov. Sulawesi Barat","Polindes",2000,0
76,"Prov. Sulawesi Barat","Polindes",2001,0
76,"Prov. Sulawesi Barat","Polindes",2002,0
76,"Prov. Sulawesi Barat","Polindes",2003,0
76,"Prov. Sulawesi Barat","Polindes",2004,119
76,"Prov. Sulawesi Barat","Polindes",2005,115
76,"Prov. Sulawesi Barat","Polindes",2006,81
76,"Prov. Sulawesi Barat","Polindes",2007,81
76,"Prov. Sulawesi Barat","Polindes",2008,52
76,"Prov. Sulawesi Barat","Polindes",2009,0
76,"Prov. Sulawesi Barat","Polindes",2010,0
76,"Prov. Sulawesi Barat","Polindes",2011,0
76,"Prov. Sulawesi Barat","Polindes",2012,0
76,"Prov. Sulawesi Barat","Posyandu",2000,0
76,"Prov. Sulawesi Barat","Posyandu",2001,0
76,"Prov. Sulawesi Barat","Posyandu",2002,0
76,"Prov. Sulawesi Barat","Posyandu",2003,0
76,"Prov. Sulawesi Barat","Posyandu",2004,0
76,"Prov. Sulawesi Barat","Posyandu",2005,992
76,"Prov. Sulawesi Barat","Posyandu",2006,6825
76,"Prov. Sulawesi Barat","Posyandu",2007,6825
76,"Prov. Sulawesi Barat","Posyandu",2008,508
76,"Prov. Sulawesi Barat","Posyandu",2009,1441
76,"Prov. Sulawesi Barat","Posyandu",2010,1441
76,"Prov. Sulawesi Barat","Posyandu",2011,1441
76,"Prov. Sulawesi Barat","Posyandu",2012,1441
76,"Prov. Sulawesi Barat","Puskesmas",2000,0
76,"Prov. Sulawesi Barat","Puskesmas",2001,0
76,"Prov. Sulawesi Barat","Puskesmas",2002,0
76,"Prov. Sulawesi Barat","Puskesmas",2003,0
76,"Prov. Sulawesi Barat","Puskesmas",2004,50
76,"Prov. Sulawesi Barat","Puskesmas",2005,50
76,"Prov. Sulawesi Barat","Puskesmas",2006,62
76,"Prov. Sulawesi Barat","Puskesmas",2007,66
76,"Prov. Sulawesi Barat","Puskesmas",2008,70
76,"Prov. Sulawesi Barat","Puskesmas",2009,77
76,"Prov. Sulawesi Barat","Puskesmas",2010,77
76,"Prov. Sulawesi Barat","Puskesmas",2011,77
76,"Prov. Sulawesi Barat","Puskesmas",2012,77
76,"Prov. Sulawesi Barat","Pustu",2000,0
76,"Prov. Sulawesi Barat","Pustu",2001,0
76,"Prov. Sulawesi Barat","Pustu",2002,0
76,"Prov. Sulawesi Barat","Pustu",2003,0
76,"Prov. Sulawesi Barat","Pustu",2004,212
76,"Prov. Sulawesi Barat","Pustu",2005,213
76,"Prov. Sulawesi Barat","Pustu",2006,0
76,"Prov. Sulawesi Barat","Pustu",2007,0
76,"Prov. Sulawesi Barat","Pustu",2008,267
76,"Prov. Sulawesi Barat","Pustu",2009,289
76,"Prov. Sulawesi Barat","Pustu",2010,289
76,"Prov. Sulawesi Barat","Pustu",2011,289
76,"Prov. Sulawesi Barat","Pustu",2012,289
81,"Prov. Maluku","Polindes",2000,0
81,"Prov. Maluku","Polindes",2001,0
81,"Prov. Maluku","Polindes",2002,830
81,"Prov. Maluku","Polindes",2003,280
81,"Prov. Maluku","Polindes",2004,83
81,"Prov. Maluku","Polindes",2005,81
81,"Prov. Maluku","Polindes",2006,208
81,"Prov. Maluku","Polindes",2007,208
81,"Prov. Maluku","Polindes",2008,139
81,"Prov. Maluku","Polindes",2009,0
81,"Prov. Maluku","Polindes",2010,0
81,"Prov. Maluku","Polindes",2011,0
81,"Prov. Maluku","Polindes",2012,0
81,"Prov. Maluku","Posyandu",2000,2432
81,"Prov. Maluku","Posyandu",2001,269
81,"Prov. Maluku","Posyandu",2002,0
81,"Prov. Maluku","Posyandu",2003,1400
81,"Prov. Maluku","Posyandu",2004,1360
