kode_provinsi,nama_provinsi,jenis_sarana_kesehatan,tahun,jumlah
21,"Prov. Kepulauan Riau","Pustu",2005,180
21,"Prov. Kepulauan Riau","Pustu",2006,0
21,"Prov. Kepulauan Riau","Pustu",2007,0
21,"Prov. Kepulauan Riau","Pustu",2008,200
21,"Prov. Kepulauan Riau","Pustu",2009,189
21,"Prov. Kepulauan Riau","Pustu",2010,189
21,"Prov. Kepulauan Riau","Pustu",2011,189
21,"Prov. Kepulauan Riau","Pustu",2012,189
31,"Prov. DKI Jakarta","Polindes",2000,7
31,"Prov. DKI Jakarta","Polindes",2001,8
31,"Prov. DKI Jakarta","Polindes",2002,0
31,"Prov. DKI Jakarta","Polindes",2003,96
31,"Prov. DKI Jakarta","Polindes",2004,0
31,"Prov. DKI Jakarta","Polindes",2005,0
31,"Prov. DKI Jakarta","Polindes",2006,199
31,"Prov. DKI Jakarta","Polindes",2007,199
31,"Prov. DKI Jakarta","Polindes",2008,0
31,"Prov. DKI Jakarta","Polindes",2009,0
31,"Prov. DKI Jakarta","Polindes",2010,0
31,"Prov. DKI Jakarta","Polindes",2011,0
31,"Prov. DKI Jakarta","Polindes",2012,0
31,"Prov. DKI Jakarta","Posyandu",2000,3620
31,"Prov. DKI Jakarta","Posyandu",2001,3624
31,"Prov. DKI Jakarta","Posyandu",2002,3603
31,"Prov. DKI Jakarta","Posyandu",2003,3751
31,"Prov. DKI Jakarta","Posyandu",2004,3553
31,"Prov. DKI Jakarta","Posyandu",2005,1412
31,"Prov. DKI Jakarta","Posyandu",2006,3841
31,"Prov. DKI Jakarta","Posyandu",2007,3841
31,"Prov. DKI Jakarta","Posyandu",2008,267
31,"Prov. DKI Jakarta","Posyandu",2009,4190
31,"Prov. DKI Jakarta","Posyandu",2010,4190
31,"Prov. DKI Jakarta","Posyandu",2011,4190
31,"Prov. DKI Jakarta","Posyandu",2012,4190
31,"Prov. DKI Jakarta","Puskesmas",2000,329
31,"Prov. DKI Jakarta","Puskesmas",2001,329
31,"Prov. DKI Jakarta","Puskesmas",2002,328
31,"Prov. DKI Jakarta","Puskesmas",2003,329
31,"Prov. DKI Jakarta","Puskesmas",2004,329
31,"Prov. DKI Jakarta","Puskesmas",2005,335
31,"Prov. DKI Jakarta","Puskesmas",2006,342
31,"Prov. DKI Jakarta","Puskesmas",2007,341
31,"Prov. DKI Jakarta","Puskesmas",2008,351
31,"Prov. DKI Jakarta","Puskesmas",2009,339
31,"Prov. DKI Jakarta","Puskesmas",2010,339
31,"Prov. DKI Jakarta","Puskesmas",2011,339
31,"Prov. DKI Jakarta","Puskesmas",2012,339
31,"Prov. DKI Jakarta","Pustu",2000,0
31,"Prov. DKI Jakarta","Pustu",2001,0
31,"Prov. DKI Jakarta","Pustu",2002,84
31,"Prov. DKI Jakarta","Pustu",2003,0
31,"Prov. DKI Jakarta","Pustu",2004,0
31,"Prov. DKI Jakarta","Pustu",2005,78
31,"Prov. DKI Jakarta","Pustu",2006,0
31,"Prov. DKI Jakarta","Pustu",2007,0
31,"Prov. DKI Jakarta","Pustu",2008,0
31,"Prov. DKI Jakarta","Pustu",2009,2
31,"Prov. DKI Jakarta","Pustu",2010,2
31,"Prov. DKI Jakarta","Pustu",2011,2
31,"Prov. DKI Jakarta","Pustu",2012,2
32,"Prov. Jawa Barat","Polindes",2000,0
32,"Prov. Jawa Barat","Polindes",2001,996
32,"Prov. Jawa Barat","Polindes",2002,39
32,"Prov. Jawa Barat","Polindes",2003,1095
32,"Prov. Jawa Barat","Polindes",2004,691
32,"Prov. Jawa Barat","Polindes",2005,1134
32,"Prov. Jawa Barat","Polindes",2006,1511
32,"Prov. Jawa Barat","Polindes",2007,1511
32,"Prov. Jawa Barat","Polindes",2008,1439
32,"Prov. Jawa Barat","Polindes",2009,0
32,"Prov. Jawa Barat","Polindes",2010,0
32,"Prov. Jawa Barat","Polindes",2011,0
32,"Prov. Jawa Barat","Polindes",2012,0
32,"Prov. Jawa Barat","Posyandu",2000,47536
32,"Prov. Jawa Barat","Posyandu",2001,34452
32,"Prov. Jawa Barat","Posyandu",2002,24036
32,"Prov. Jawa Barat","Posyandu",2003,42235
32,"Prov. Jawa Barat","Posyandu",2004,35361
32,"Prov. Jawa Barat","Posyandu",2005,38006
32,"Prov. Jawa Barat","Posyandu",2006,43111
32,"Prov. Jawa Barat","Posyandu",2007,43111
32,"Prov. Jawa Barat","Posyandu",2008,5868
32,"Prov. Jawa Barat","Posyandu",2009,45632
32,"Prov. Jawa Barat","Posyandu",2010,45632
32,"Prov. Jawa Barat","Posyandu",2011,45632
32,"Prov. Jawa Barat","Posyandu",2012,45632
32,"Prov. Jawa Barat","Puskesmas",2000,946
32,"Prov. Jawa Barat","Puskesmas",2001,962
32,"Prov. Jawa Barat","Puskesmas",2002,976
32,"Prov. Jawa Barat","Puskesmas",2003,982
32,"Prov. Jawa Barat","Puskesmas",2004,982
32,"Prov. Jawa Barat","Puskesmas",2005,996
32,"Prov. Jawa Barat","Puskesmas",2006,999
32,"Prov. Jawa Barat","Puskesmas",2007,1002
32,"Prov. Jawa Barat","Puskesmas",2008,999
32,"Prov. Jawa Barat","Puskesmas",2009,1008
32,"Prov. Jawa Barat","Puskesmas",2010,1008
32,"Prov. Jawa Barat","Puskesmas",2011,1008
32,"Prov. Jawa Barat","Puskesmas",2012,1008
32,"Prov. Jawa Barat","Pustu",2000,1414
32,"Prov. Jawa Barat","Pustu",2001,1413
32,"Prov. Jawa Barat","Pustu",2002,1415
32,"Prov. Jawa Barat","Pustu",2003,1413
32,"Prov. Jawa Barat","Pustu",2004,1421
32,"Prov. Jawa Barat","Pustu",2005,1425
32,"Prov. Jawa Barat","Pustu",2006,0
32,"Prov. Jawa Barat","Pustu",2007,0
32,"Prov. Jawa Barat","Pustu",2008,1624
32,"Prov. Jawa Barat","Pustu",2009,1506
32,"Prov. Jawa Barat","Pustu",2010,1506
32,"Prov. Jawa Barat","Pustu",2011,1506
32,"Prov. Jawa Barat","Pustu",2012,1506
33,"Prov. Jawa Tengah","Polindes",2000,3812
33,"Prov. Jawa Tengah","Polindes",2001,4603
33,"Prov. Jawa Tengah","Polindes",2002,3230
33,"Prov. Jawa Tengah","Polindes",2003,3603
33,"Prov. Jawa Tengah","Polindes",2004,4068
33,"Prov. Jawa Tengah","Polindes",2005,4304
33,"Prov. Jawa Tengah","Polindes",2006,4411
33,"Prov. Jawa Tengah","Polindes",2007,4411
33,"Prov. Jawa Tengah","Polindes",2008,3597
33,"Prov. Jawa Tengah","Polindes",2009,0
33,"Prov. Jawa Tengah","Polindes",2010,0
33,"Prov. Jawa Tengah","Polindes",2011,0
33,"Prov. Jawa Tengah","Polindes",2012,0
33,"Prov. Jawa Tengah","Posyandu",2000,45336
33,"Prov. Jawa Tengah","Posyandu",2001,43454
33,"Prov. Jawa Tengah","Posyandu",2002,46076
33,"Prov. Jawa Tengah","Posyandu",2003,46052
33,"Prov. Jawa Tengah","Posyandu",2004,43607
33,"Prov. Jawa Tengah","Posyandu",2005,44210
33,"Prov. Jawa Tengah","Posyandu",2006,46746
33,"Prov. Jawa Tengah","Posyandu",2007,46746
33,"Prov. Jawa Tengah","Posyandu",2008,8570
33,"Prov. Jawa Tengah","Posyandu",2009,47763
33,"Prov. Jawa Tengah","Posyandu",2010,47763
33,"Prov. Jawa Tengah","Posyandu",2011,47763
33,"Prov. Jawa Tengah","Posyandu",2012,47763
33,"Prov. Jawa Tengah","Puskesmas",2000,862
33,"Prov. Jawa Tengah","Puskesmas",2001,853
33,"Prov. Jawa Tengah","Puskesmas",2002,853
33,"Prov. Jawa Tengah","Puskesmas",2003,855
33,"Prov. Jawa Tengah","Puskesmas",2004,857
33,"Prov. Jawa Tengah","Puskesmas",2005,853
33,"Prov. Jawa Tengah","Puskesmas",2006,858
33,"Prov. Jawa Tengah","Puskesmas",2007,871
33,"Prov. Jawa Tengah","Puskesmas",2008,842
33,"Prov. Jawa Tengah","Puskesmas",2009,849
33,"Prov. Jawa Tengah","Puskesmas",2010,849
33,"Prov. Jawa Tengah","Puskesmas",2011,849
33,"Prov. Jawa Tengah","Puskesmas",2012,849
33,"Prov. Jawa Tengah","Pustu",2000,1830
33,"Prov. Jawa Tengah","Pustu",2001,1826
33,"Prov. Jawa Tengah","Pustu",2002,1844
33,"Prov. Jawa Tengah","Pustu",2003,1830
33,"Prov. Jawa Tengah","Pustu",2004,1818
33,"Prov. Jawa Tengah","Pustu",2005,1828
33,"Prov. Jawa Tengah","Pustu",2006,0
33,"Prov. Jawa Tengah","Pustu",2007,0
33,"Prov. Jawa Tengah","Pustu",2008,1881
33,"Prov. Jawa Tengah","Pustu",2009,1737
33,"Prov. Jawa Tengah","Pustu",2010,1737
33,"Prov. Jawa Tengah","Pustu",2011,1737
33,"Prov. Jawa Tengah","Pustu",2012,1737
34,"Prov. D I Yogyakarta","Polindes",2000,149
34,"Prov. D I Yogyakarta","Polindes",2001,162
34,"Prov. D I Yogyakarta","Polindes",2002,107
34,"Prov. D I Yogyakarta","Polindes",2003,141
34,"Prov. D I Yogyakarta","Polindes",2004,133
34,"Prov. D I Yogyakarta","Polindes",2005,107
34,"Prov. D I Yogyakarta","Polindes",2006,80
34,"Prov. D I Yogyakarta","Polindes",2007,80
34,"Prov. D I Yogyakarta","Polindes",2008,73
34,"Prov. D I Yogyakarta","Polindes",2009,0
34,"Prov. D I Yogyakarta","Polindes",2010,0
34,"Prov. D I Yogyakarta","Polindes",2011,0
34,"Prov. D I Yogyakarta","Polindes",2012,0
34,"Prov. D I Yogyakarta","Posyandu",2000,5283
34,"Prov. D I Yogyakarta","Posyandu",2001,5243
34,"Prov. D I Yogyakarta","Posyandu",2002,5330
34,"Prov. D I Yogyakarta","Posyandu",2003,5324
34,"Prov. D I Yogyakarta","Posyandu",2004,5373
34,"Prov. D I Yogyakarta","Posyandu",2005,5242
34,"Prov. D I Yogyakarta","Posyandu",2006,5412
34,"Prov. D I Yogyakarta","Posyandu",2007,5412
34,"Prov. D I Yogyakarta","Posyandu",2008,438
34,"Prov. D I Yogyakarta","Posyandu",2009,5654
34,"Prov. D I Yogyakarta","Posyandu",2010,5654
34,"Prov. D I Yogyakarta","Posyandu",2011,5654
34,"Prov. D I Yogyakarta","Posyandu",2012,5654
34,"Prov. D I Yogyakarta","Puskesmas",2000,126
34,"Prov. D I Yogyakarta","Puskesmas",2001,126
34,"Prov. D I Yogyakarta","Puskesmas",2002,117
34,"Prov. D I Yogyakarta","Puskesmas",2003,117
34,"Prov. D I Yogyakarta","Puskesmas",2004,117
34,"Prov. D I Yogyakarta","Puskesmas",2005,117
34,"Prov. D I Yogyakarta","Puskesmas",2006,117
34,"Prov. D I Yogyakarta","Puskesmas",2007,117
34,"Prov. D I Yogyakarta","Puskesmas",2008,120
34,"Prov. D I Yogyakarta","Puskesmas",2009,119
34,"Prov. D I Yogyakarta","Puskesmas",2010,119
34,"Prov. D I Yogyakarta","Puskesmas",2011,119
34,"Prov. D I Yogyakarta","Puskesmas",2012,119
34,"Prov. D I Yogyakarta","Pustu",2000,312
34,"Prov. D I Yogyakarta","Pustu",2001,312
34,"Prov. D I Yogyakarta","Pustu",2002,320
34,"Prov. D I Yogyakarta","Pustu",2003,321
34,"Prov. D I Yogyakarta","Pustu",2004,321
34,"Prov. D I Yogyakarta","Pustu",2005,321
34,"Prov. D I Yogyakarta","Pustu",2006,0
34,"Prov. D I Yogyakarta","Pustu",2007,0
34,"Prov. D I Yogyakarta","Pustu",2008,310
34,"Prov. D I Yogyakarta","Pustu",2009,318
34,"Prov. D I Yogyakarta","Pustu",2010,318
34,"Prov. D I Yogyakarta","Pustu",2011,318
34,"Prov. D I Yogyakarta","Pustu",2012,318
35,"Prov. Jawa Timur","Polindes",2000,5271
35,"Prov. Jawa Timur","Polindes",2001,4901
35,"Prov. Jawa Timur","Polindes",2002,4659
35,"Prov. Jawa Timur","Polindes",2003,4523
35,"Prov. Jawa Timur","Polindes",2004,4728
35,"Prov. Jawa Timur","Polindes",2005,4902
35,"Prov. Jawa Timur","Polindes",2006,4174
35,"Prov. Jawa Timur","Polindes",2007,4174
35,"Prov. Jawa Timur","Polindes",2008,5644
35,"Prov. Jawa Timur","Polindes",2009,0
35,"Prov. Jawa Timur","Polindes",2010,0
35,"Prov. Jawa Timur","Polindes",2011,0
35,"Prov. Jawa Timur","Polindes",2012,0
35,"Prov. Jawa Timur","Posyandu",2000,42965
35,"Prov. Jawa Timur","Posyandu",2001,39583
35,"Prov. Jawa Timur","Posyandu",2002,43971
35,"Prov. Jawa Timur","Posyandu",2003,38725
35,"Prov. Jawa Timur","Posyandu",2004,42799
35,"Prov. Jawa Timur","Posyandu",2005,43516
35,"Prov. Jawa Timur","Posyandu",2006,44095
35,"Prov. Jawa Timur","Posyandu",2007,44095
35,"Prov. Jawa Timur","Posyandu",2008,8494
35,"Prov. Jawa Timur","Posyandu",2009,46060
35,"Prov. Jawa Timur","Posyandu",2010,46060
35,"Prov. Jawa Timur","Posyandu",2011,46060
35,"Prov. Jawa Timur","Posyandu",2012,46060
35,"Prov. Jawa Timur","Puskesmas",2000,927
35,"Prov. Jawa Timur","Puskesmas",2001,921
35,"Prov. Jawa Timur","Puskesmas",2002,922
35,"Prov. Jawa Timur","Puskesmas",2003,918
35,"Prov. Jawa Timur","Puskesmas",2004,907
35,"Prov. Jawa Timur","Puskesmas",2005,919
35,"Prov. Jawa Timur","Puskesmas",2006,930
35,"Prov. Jawa Timur","Puskesmas",2007,929
35,"Prov. Jawa Timur","Puskesmas",2008,940
35,"Prov. Jawa Timur","Puskesmas",2009,944
35,"Prov. Jawa Timur","Puskesmas",2010,944
35,"Prov. Jawa Timur","Puskesmas",2011,944
35,"Prov. Jawa Timur","Puskesmas",2012,944
35,"Prov. Jawa Timur","Pustu",2000,2230
35,"Prov. Jawa Timur","Pustu",2001,2243
35,"Prov. Jawa Timur","Pustu",2002,2238
35,"Prov. Jawa Timur","Pustu",2003,2239
35,"Prov. Jawa Timur","Pustu",2004,2250
35,"Prov. Jawa Timur","Pustu",2005,2257
35,"Prov. Jawa Timur","Pustu",2006,0
35,"Prov. Jawa Timur","Pustu",2007,0
35,"Prov. Jawa Timur","Pustu",2008,2253
35,"Prov. Jawa Timur","Pustu",2009,2373
35,"Prov. Jawa Timur","Pustu",2010,2373
35,"Prov. Jawa Timur","Pustu",2011,2373
35,"Prov. Jawa Timur","Pustu",2012,2373
36,"Prov. Banten","Polindes",2000,0
36,"Prov. Banten","Polindes",2001,112
36,"Prov. Banten","Polindes",2002,0
36,"Prov. Banten","Polindes",2003,204
36,"Prov. Banten","Polindes",2004,41
36,"Prov. Banten","Polindes",2005,36
36,"Prov. Banten","Polindes",2006,126
36,"Prov. Banten","Polindes",2007,126
36,"Prov. Banten","Polindes",2008,130
36,"Prov. Banten","Polindes",2009,0
36,"Prov. Banten","Polindes",2010,0
36,"Prov. Banten","Polindes",2011,0
36,"Prov. Banten","Polindes",2012,0
36,"Prov. Banten","Posyandu",2000,0
36,"Prov. Banten","Posyandu",2001,5755
36,"Prov. Banten","Posyandu",2002,0
36,"Prov. Banten","Posyandu",2003,7255
36,"Prov. Banten","Posyandu",2004,5868
36,"Prov. Banten","Posyandu",2005,5133
36,"Prov. Banten","Posyandu",2006,8989
36,"Prov. Banten","Posyandu",2007,8989
36,"Prov. Banten","Posyandu",2008,1501
36,"Prov. Banten","Posyandu",2009,9548
36,"Prov. Banten","Posyandu",2010,9548
36,"Prov. Banten","Posyandu",2011,9548
36,"Prov. Banten","Posyandu",2012,9548
36,"Prov. Banten","Puskesmas",2000,165
36,"Prov. Banten","Puskesmas",2001,162
36,"Prov. Banten","Puskesmas",2002,168
36,"Prov. Banten","Puskesmas",2003,171
36,"Prov. Banten","Puskesmas",2004,172
36,"Prov. Banten","Puskesmas",2005,173
36,"Prov. Banten","Puskesmas",2006,177
36,"Prov. Banten","Puskesmas",2007,180
36,"Prov. Banten","Puskesmas",2008,194
36,"Prov. Banten","Puskesmas",2009,196
36,"Prov. Banten","Puskesmas",2010,196
36,"Prov. Banten","Puskesmas",2011,196
36,"Prov. Banten","Puskesmas",2012,196
36,"Prov. Banten","Pustu",2000,250
36,"Prov. Banten","Pustu",2001,253
36,"Prov. Banten","Pustu",2002,202
36,"Prov. Banten","Pustu",2003,190
36,"Prov. Banten","Pustu",2004,188
36,"Prov. Banten","Pustu",2005,187
36,"Prov. Banten","Pustu",2006,0
36,"Prov. Banten","Pustu",2007,0
36,"Prov. Banten","Pustu",2008,263
36,"Prov. Banten","Pustu",2009,256
36,"Prov. Banten","Pustu",2010,256
36,"Prov. Banten","Pustu",2011,256
36,"Prov. Banten","Pustu",2012,256
51,"Prov. Bali","Polindes",2000,316
51,"Prov. Bali","Polindes",2001,333
51,"Prov. Bali","Polindes",2002,348
51,"Prov. Bali","Polindes",2003,256
51,"Prov. Bali","Polindes",2004,254
51,"Prov. Bali","Polindes",2005,236
51,"Prov. Bali","Polindes",2006,262
51,"Prov. Bali","Polindes",2007,262
51,"Prov. Bali","Polindes",2008,154
51,"Prov. Bali","Polindes",2009,0
51,"Prov. Bali","Polindes",2010,0
51,"Prov. Bali","Polindes",2011,0
51,"Prov. Bali","Polindes",2012,0
51,"Prov. Bali","Posyandu",2000,4151
51,"Prov. Bali","Posyandu",2001,4313
51,"Prov. Bali","Posyandu",2002,4096
51,"Prov. Bali","Posyandu",2003,3817
51,"Prov. Bali","Posyandu",2004,4446
51,"Prov. Bali","Posyandu",2005,4585
51,"Prov. Bali","Posyandu",2006,4589
51,"Prov. Bali","Posyandu",2007,4589
51,"Prov. Bali","Posyandu",2008,712
51,"Prov. Bali","Posyandu",2009,4719
51,"Prov. Bali","Posyandu",2010,4719
51,"Prov. Bali","Posyandu",2011,4719
51,"Prov. Bali","Posyandu",2012,4719
51,"Prov. Bali","Puskesmas",2000,112
51,"Prov. Bali","Puskesmas",2001,107
51,"Prov. Bali","Puskesmas",2002,107
51,"Prov. Bali","Puskesmas",2003,108
51,"Prov. Bali","Puskesmas",2004,109
51,"Prov. Bali","Puskesmas",2005,110
51,"Prov. Bali","Puskesmas",2006,110
51,"Prov. Bali","Puskesmas",2007,112
51,"Prov. Bali","Puskesmas",2008,114
51,"Prov. Bali","Puskesmas",2009,114
51,"Prov. Bali","Puskesmas",2010,114
51,"Prov. Bali","Puskesmas",2011,114
51,"Prov. Bali","Puskesmas",2012,114
51,"Prov. Bali","Pustu",2000,471
51,"Prov. Bali","Pustu",2001,471
51,"Prov. Bali","Pustu",2002,474
51,"Prov. Bali","Pustu",2003,479
51,"Prov. Bali","Pustu",2004,480
51,"Prov. Bali","Pustu",2005,491
51,"Prov. Bali","Pustu",2006,0
51,"Prov. Bali","Pustu",2007,0
51,"Prov. Bali","Pustu",2008,452
51,"Prov. Bali","Pustu",2009,503
51,"Prov. Bali","Pustu",2010,503
51,"Prov. Bali","Pustu",2011,503
51,"Prov. Bali","Pustu",2012,503
52,"Prov. Nusa Tenggara Barat","Polindes",2000,230
52,"Prov. Nusa Tenggara Barat","Polindes",2001,417
52,"Prov. Nusa Tenggara Barat","Polindes",2002,0
52,"Prov. Nusa Tenggara Barat","Polindes",2003,196
52,"Prov. Nusa Tenggara Barat","Polindes",2004,498
52,"Prov. Nusa Tenggara Barat","Polindes",2005,518
52,"Prov. Nusa Tenggara Barat","Polindes",2006,479
52,"Prov. Nusa Tenggara Barat","Polindes",2007,479
52,"Prov. Nusa Tenggara Barat","Polindes",2008,457
52,"Prov. Nusa Tenggara Barat","Polindes",2009,0
52,"Prov. Nusa Tenggara Barat","Polindes",2010,0
52,"Prov. Nusa Tenggara Barat","Polindes",2011,0
52,"Prov. Nusa Tenggara Barat","Polindes",2012,0
52,"Prov. Nusa Tenggara Barat","Posyandu",2000,4257
52,"Prov. Nusa Tenggara Barat","Posyandu",2001,4469
52,"Prov. Nusa Tenggara Barat","Posyandu",2002,4419
52,"Prov. Nusa Tenggara Barat","Posyandu",2003,4710
52,"Prov. Nusa Tenggara Barat","Posyandu",2004,5020
52,"Prov. Nusa Tenggara Barat","Posyandu",2005,4940
52,"Prov. Nusa Tenggara Barat","Posyandu",2006,5256
52,"Prov. Nusa Tenggara Barat","Posyandu",2007,5256
52,"Prov. Nusa Tenggara Barat","Posyandu",2008,910
52,"Prov. Nusa Tenggara Barat","Posyandu",2009,6133
52,"Prov. Nusa Tenggara Barat","Posyandu",2010,6133
52,"Prov. Nusa Tenggara Barat","Posyandu",2011,6133
52,"Prov. Nusa Tenggara Barat","Posyandu",2012,6133
52,"Prov. Nusa Tenggara Barat","Puskesmas",2000,114
52,"Prov. Nusa Tenggara Barat","Puskesmas",2001,120
52,"Prov. Nusa Tenggara Barat","Puskesmas",2002,121
52,"Prov. Nusa Tenggara Barat","Puskesmas",2003,127
52,"Prov. Nusa Tenggara Barat","Puskesmas",2004,125
52,"Prov. Nusa Tenggara Barat","Puskesmas",2005,128
52,"Prov. Nusa Tenggara Barat","Puskesmas",2006,130
52,"Prov. Nusa Tenggara Barat","Puskesmas",2007,134
52,"Prov. Nusa Tenggara Barat","Puskesmas",2008,142
52,"Prov. Nusa Tenggara Barat","Puskesmas",2009,145
52,"Prov. Nusa Tenggara Barat","Puskesmas",2010,145
52,"Prov. Nusa Tenggara Barat","Puskesmas",2011,145
52,"Prov. Nusa Tenggara Barat","Puskesmas",2012,145
52,"Prov. Nusa Tenggara Barat","Pustu",2000,436
52,"Prov. Nusa Tenggara Barat","Pustu",2001,433
52,"Prov. Nusa Tenggara Barat","Pustu",2002,428
52,"Prov. Nusa Tenggara Barat","Pustu",2003,438
52,"Prov. Nusa Tenggara Barat","Pustu",2004,444
52,"Prov. Nusa Tenggara Barat","Pustu",2005,461
52,"Prov. Nusa Tenggara Barat","Pustu",2006,0
52,"Prov. Nusa Tenggara Barat","Pustu",2007,0
52,"Prov. Nusa Tenggara Barat","Pustu",2008,500
52,"Prov. Nusa Tenggara Barat","Pustu",2009,481
52,"Prov. Nusa Tenggara Barat","Pustu",2010,481
52,"Prov. Nusa Tenggara Barat","Pustu",2011,481
52,"Prov. Nusa Tenggara Barat","Pustu",2012,481
53,"Prov. Nusa Tenggara Timur","Polindes",2000,1544
53,"Prov. Nusa Tenggara Timur","Polindes",2001,1231
53,"Prov. Nusa Tenggara Timur","Polindes",2002,1175
53,"Prov. Nusa Tenggara Timur","Polindes",2003,1235
53,"Prov. Nusa Tenggara Timur","Polindes",2004,1253
53,"Prov. Nusa Tenggara Timur","Polindes",2005,1277
53,"Prov. Nusa Tenggara Timur","Polindes",2006,1175
53,"Prov. Nusa Tenggara Timur","Polindes",2007,1175
53,"Prov. Nusa Tenggara Timur","Polindes",2008,1406
53,"Prov. Nusa Tenggara Timur","Polindes",2009,0
53,"Prov. Nusa Tenggara Timur","Polindes",2010,0
53,"Prov. Nusa Tenggara Timur","Polindes",2011,0
53,"Prov. Nusa Tenggara Timur","Polindes",2012,0
53,"Prov. Nusa Tenggara Timur","Posyandu",2000,6759
53,"Prov. Nusa Tenggara Timur","Posyandu",2001,6623
53,"Prov. Nusa Tenggara Timur","Posyandu",2002,6763
53,"Prov. Nusa Tenggara Timur","Posyandu",2003,6776
53,"Prov. Nusa Tenggara Timur","Posyandu",2004,6743
53,"Prov. Nusa Tenggara Timur","Posyandu",2005,7029
53,"Prov. Nusa Tenggara Timur","Posyandu",2006,8046
53,"Prov. Nusa Tenggara Timur","Posyandu",2007,8046
53,"Prov. Nusa Tenggara Timur","Posyandu",2008,2788
53,"Prov. Nusa Tenggara Timur","Posyandu",2009,5792
53,"Prov. Nusa Tenggara Timur","Posyandu",2010,5792
53,"Prov. Nusa Tenggara Timur","Posyandu",2011,5792
53,"Prov. Nusa Tenggara Timur","Posyandu",2012,5792
53,"Prov. Nusa Tenggara Timur","Puskesmas",2000,210
53,"Prov. Nusa Tenggara Timur","Puskesmas",2001,210
53,"Prov. Nusa Tenggara Timur","Puskesmas",2002,211
53,"Prov. Nusa Tenggara Timur","Puskesmas",2003,218
53,"Prov. Nusa Tenggara Timur","Puskesmas",2004,220
53,"Prov. Nusa Tenggara Timur","Puskesmas",2005,228
53,"Prov. Nusa Tenggara Timur","Puskesmas",2006,251
53,"Prov. Nusa Tenggara Timur","Puskesmas",2007,253
53,"Prov. Nusa Tenggara Timur","Puskesmas",2008,278
53,"Prov. Nusa Tenggara Timur","Puskesmas",2009,288
53,"Prov. Nusa Tenggara Timur","Puskesmas",2010,288
53,"Prov. Nusa Tenggara Timur","Puskesmas",2011,288
53,"Prov. Nusa Tenggara Timur","Puskesmas",2012,288
53,"Prov. Nusa Tenggara Timur","Pustu",2000,797
53,"Prov. Nusa Tenggara Timur","Pustu",2001,793
53,"Prov. Nusa Tenggara Timur","Pustu",2002,809
53,"Prov. Nusa Tenggara Timur","Pustu",2003,837
53,"Prov. Nusa Tenggara Timur","Pustu",2004,849
53,"Prov. Nusa Tenggara Timur","Pustu",2005,862
53,"Prov. Nusa Tenggara Timur","Pustu",2006,0
53,"Prov. Nusa Tenggara Timur","Pustu",2007,0
53,"Prov. Nusa Tenggara Timur","Pustu",2008,954
53,"Prov. Nusa Tenggara Timur","Pustu",2009,846
53,"Prov. Nusa Tenggara Timur","Pustu",2010,846
53,"Prov. Nusa Tenggara Timur","Pustu",2011,846
53,"Prov. Nusa Tenggara Timur","Pustu",2012,846
61,"Prov. Kalimantan Barat","Polindes",2000,20
61,"Prov. Kalimantan Barat","Polindes",2001,1327
61,"Prov. Kalimantan Barat","Polindes",2002,1470
61,"Prov. Kalimantan Barat","Polindes",2003,1094
61,"Prov. Kalimantan Barat","Polindes",2004,1198
61,"Prov. Kalimantan Barat","Polindes",2005,1355
61,"Prov. Kalimantan Barat","Polindes",2006,1094
61,"Prov. Kalimantan Barat","Polindes",2007,1094
61,"Prov. Kalimantan Barat","Polindes",2008,1164
61,"Prov. Kalimantan Barat","Polindes",2009,0
61,"Prov. Kalimantan Barat","Polindes",2010,0
61,"Prov. Kalimantan Barat","Polindes",2011,0
61,"Prov. Kalimantan Barat","Polindes",2012,0
61,"Prov. Kalimantan Barat","Posyandu",2000,3476
61,"Prov. Kalimantan Barat","Posyandu",2001,1932
61,"Prov. Kalimantan Barat","Posyandu",2002,3469
61,"Prov. Kalimantan Barat","Posyandu",2003,3566
61,"Prov. Kalimantan Barat","Posyandu",2004,3593
61,"Prov. Kalimantan Barat","Posyandu",2005,3578
61,"Prov. Kalimantan Barat","Posyandu",2006,3705
61,"Prov. Kalimantan Barat","Posyandu",2007,3705
61,"Prov. Kalimantan Barat","Posyandu",2008,1662
61,"Prov. Kalimantan Barat","Posyandu",2009,4057
61,"Prov. Kalimantan Barat","Posyandu",2010,4057
61,"Prov. Kalimantan Barat","Posyandu",2011,4057
61,"Prov. Kalimantan Barat","Posyandu",2012,4057
61,"Prov. Kalimantan Barat","Puskesmas",2000,197
61,"Prov. Kalimantan Barat","Puskesmas",2001,194
61,"Prov. Kalimantan Barat","Puskesmas",2002,189
61,"Prov. Kalimantan Barat","Puskesmas",2003,192
61,"Prov. Kalimantan Barat","Puskesmas",2004,195
61,"Prov. Kalimantan Barat","Puskesmas",2005,207
61,"Prov. Kalimantan Barat","Puskesmas",2006,205
61,"Prov. Kalimantan Barat","Puskesmas",2007,211
61,"Prov. Kalimantan Barat","Puskesmas",2008,224
61,"Prov. Kalimantan Barat","Puskesmas",2009,229
61,"Prov. Kalimantan Barat","Puskesmas",2010,229
61,"Prov. Kalimantan Barat","Puskesmas",2011,229
61,"Prov. Kalimantan Barat","Puskesmas",2012,229
61,"Prov. Kalimantan Barat","Pustu",2000,672
61,"Prov. Kalimantan Barat","Pustu",2001,714
61,"Prov. Kalimantan Barat","Pustu",2002,710
